source,product_key,observed_id,color_code,category_path,category_url,evidence_url,evidence_type
uniqlo,E480054,E480054-000,000,kr > ko > women > tops > t-shirts,,카테고리 URL 경로,restored_survey
uniqlo,E424873,E424873-000,000,kr > ko > women > tops > t-shirts,,카테고리 URL 경로,restored_survey
uniqlo,E488087,E488087-000,000,kr > ko > women > tops > t-shirts,,카테고리 URL 경로,restored_survey
uniqlo,E483268,E483268-000,000,kr > ko > women > tops > t-shirts,,카테고리 URL 경로,restored_survey
uniqlo,E484418,E484418-001,001,kr > ko > women > tops > t-shirts,,카테고리 URL 경로,restored_survey
uniqlo,E484421,E484421-000,000,kr > ko > women > tops > t-shirts,,카테고리 URL 경로,restored_survey
uniqlo,E484418,E484418-000,000,kr > ko > women > tops > t-shirts,,카테고리 URL 경로,restored_survey
uniqlo,E465760,E465760-000,000,kr > ko > women > tops > t-shirts,,카테고리 URL 경로,restored_survey
uniqlo,E485025,E485025-000,000,kr > ko > women > tops > t-shirts,,카테고리 URL 경로,restored_survey
uniqlo,E484457,E484457-000,000,kr > ko > women > tops > t-shirts,,카테고리 URL 경로,restored_survey
uniqlo,E483535,E483535-000,000,kr > ko > women > tops > t-shirts,,카테고리 URL 경로,restored_survey
uniqlo,E487277,E487277-000,000,kr > ko > women > tops > t-shirts,,카테고리 URL 경로,restored_survey
uniqlo,E483461,E483461-000,000,kr > ko > women > tops > t-shirts,,카테고리 URL 경로,restored_survey
uniqlo,E483576,E483576-000,000,kr > ko > women > tops > t-shirts,,카테고리 URL 경로,restored_survey
uniqlo,E487819,E487819-000,000,kr > ko > women > tops > t-shirts,,카테고리 URL 경로,restored_survey
uniqlo,E483463,E483463-000,000,kr > ko > women > tops > t-shirts,,카테고리 URL 경로,restored_survey
uniqlo,E483479,E483479-000,000,kr > ko > women > tops > t-shirts,,카테고리 URL 경로,restored_survey
uniqlo,E485642,E485642-000,000,kr > ko > women > tops > t-shirts,,카테고리 URL 경로,restored_survey
uniqlo,E485647,E485647-000,000,kr > ko > women > tops > t-shirts,,카테고리 URL 경로,restored_survey
uniqlo,E484226,E484226-000,000,kr > ko > women > tops > t-shirts,,카테고리 URL 경로,restored_survey
uniqlo,E484227,E484227-000,000,kr > ko > women > tops > t-shirts,,카테고리 URL 경로,restored_survey
uniqlo,E484228,E484228-000,000,kr > ko > women > tops > t-shirts,,카테고리 URL 경로,restored_survey
uniqlo,E485610,E485610-000,000,kr > ko > women > tops > t-shirts,,카테고리 URL 경로,restored_survey
uniqlo,E488088,E488088-000,000,kr > ko > women > tops > t-shirts,,카테고리 URL 경로,restored_survey
